timestamp,iteration,pps,burst,tx_pkts,rx_pkts,tx_bps_l1,rx_bps_l1,avg_latency_us,min_latency_us,max_latency_us,jitter_us,drops,ooo,dup,seq_too_high,seq_too_low
2025-08-15 13:10:14,3,1000,100000,100000,100000,0.0,0.0,81.000,26.000,118.000,7.000,0,0,0,0,0
2025-08-15 13:11:55,4,1000,100000,100000,100000,0.0,0.0,83.000,26.000,242.000,9.000,0,0,0,0,0
2025-08-15 13:13:35,5,1000,100000,100000,100000,0.0,0.0,85.000,25.000,121.000,9.000,0,0,0,0,0
2025-08-15 13:15:16,6,1000,100000,100000,100000,0.0,0.0,84.000,25.000,219.000,9.000,0,0,0,0,0
2025-08-15 13:16:56,7,1000,100000,100000,100000,0.0,0.0,73.000,26.000,134.000,3.000,0,0,0,0,0
2025-08-15 13:17:07,1,10000,100000,100000,100000,0.0,0.0,24.000,20.000,66.000,0.000,0,0,0,0,0
2025-08-15 13:17:18,2,10000,100000,100000,100000,0.0,0.0,24.000,23.000,49.000,0.000,0,0,0,0,0
2025-08-15 13:17:28,3,10000,100000,100000,100000,0.0,0.0,24.000,23.000,64.000,0.000,0,0,0,0,0
2025-08-15 13:17:39,4,10000,100000,100000,100000,0.0,0.0,24.000,21.000,183.000,0.000,0,0,0,0,0
2025-08-15 13:17:49,5,10000,100000,100000,100000,0.0,0.0,24.000,23.000,76.000,0.000,0,0,0,0,0
2025-08-15 13:18:00,6,10000,100000,100000,100000,0.0,0.0,24.000,23.000,51.000,0.000,0,0,0,0,0
2025-08-15 13:18:11,7,10000,100000,100000,100000,0.0,0.0,24.000,23.000,67.000,0.000,0,0,0,0,0
